Name,Name_encoding,Location,Location_encoding,Year,year_encoding,Kilometers_Driven,Fuel_codes,Fuel_Type,Transmission,Transmission_codes,Owner_Type,owner_encoding,Mileage,Engine,Power,Seats,New_Price,Price
Land Rover Range Rover 2.2L Dynamic,811,Coimbatore,3,2018,20,36091,1,Diesel,Automatic,0,First,0,12.7,2179,187.7,5,,55.76
Ford Figo Diesel ZXI,330,Chennai,2,2010,12,120000,1,Diesel,Manual,1,First,0,20,1399,68,5,,2.6
Maruti Ertiga ZDI,1064,Mumbai,9,2016,18,33000,1,Diesel,Manual,1,First,0,25.47,1248,88.5,7,12.74 Lakh,8.5
Honda City 1.5 GXI,417,Ahmedabad,0,2007,9,60006,4,Petrol,Manual,1,First,0,0,0,0,0,,2.95
Honda Amaze S i-Dtech,367,Kolkata,8,2014,16,52000,1,Diesel,Manual,1,First,0,25.8,1498,98.6,5,,3.5
Hyundai i10 Magna,694,Jaipur,6,2015,17,43571,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,3.55
Honda Amaze S i-Dtech,367,Kolkata,8,2013,15,50000,1,Diesel,Manual,1,First,0,25.8,1498,98.6,5,,3.25
Skoda Laura Ambiente,1482,Hyderabad,5,2008,10,113000,1,Diesel,Manual,1,First,0,17.5,1896,106,5,,4.5
Renault Duster 85PS Diesel RxL,1440,Delhi,4,2014,16,90000,1,Diesel,Manual,1,First,0,19.87,1461,83.8,5,,5.35
Mahindra NuvoSport N6,854,Chennai,2,2017,19,29000,1,Diesel,Manual,1,Second,2,17.45,1493,100,7,10.52 Lakh,6.5
Maruti Vitara Brezza ZDi Plus Dual Tone,1185,Mumbai,9,2016,18,20000,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,11.98 Lakh,9
Hyundai i20 Asta Option 1.2,753,Kochi,7,2016,18,61012,4,Petrol,Manual,1,First,0,18.6,1197,81.83,5,,6
Skoda Fabia 1.4 MPI Ambiente,1475,Jaipur,6,2009,11,87459,4,Petrol,Manual,1,First,0,14.7,1390,85,5,,2.75
Tata Indigo eCS GLX,1599,Pune,10,2010,12,70500,4,Petrol,Manual,1,First,0,15.64,1193,64.1,5,,1.5
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,44,Delhi,4,2015,17,64103,1,Diesel,Automatic,0,First,0,15.73,1968,174.33,5,,19.9
Skoda Octavia Elegance 1.8 TSI AT,1502,Mumbai,9,2014,16,76000,4,Petrol,Automatic,0,First,0,14.7,1798,177.5,5,,10
Toyota Etios Liva GD SP,1720,Delhi,4,2014,16,104000,1,Diesel,Manual,1,First,0,23.59,1364,67.06,5,,3
Maruti Swift 1.3 VXi,1120,Kolkata,8,2010,12,42001,4,Petrol,Manual,1,First,0,16.1,0,0,0,,2.11
Mercedes-Benz B Class B180,1239,Kochi,7,2014,16,37245,4,Petrol,Automatic,0,First,0,14.8,1595,120.7,5,,11.96
Honda Amaze S Diesel,364,Kolkata,8,2013,15,45000,1,Diesel,Manual,1,First,0,27.4,1498,98.6,5,8.54 Lakh,3.25
Hyundai Verna 1.6 SX,633,Jaipur,6,2012,14,117837,1,Diesel,Manual,1,Second,2,22.32,1582,126.32,5,,4.75
Renault Duster 85PS Diesel RxL Optional,1443,Mumbai,9,2014,16,30000,1,Diesel,Manual,1,First,0,20.46,1461,83.8,5,,5.95
Hyundai Creta 1.6 VTVT S,522,Delhi,4,2015,17,27057,4,Petrol,Manual,1,Second,2,15.29,1591,121.3,5,,8.15
Maruti Wagon R AMT VXI,1186,Mumbai,9,2016,18,8500,4,Petrol,Automatic,0,First,0,20.51,998,67,5,,4.22
Mercedes-Benz New C-Class C250 Avantgarde,1329,Kolkata,8,2010,12,30500,4,Petrol,Automatic,0,First,0,11.74,1796,186,5,,10.5
Audi A8 L 3.0 TDI quattro,39,Delhi,4,2012,14,56000,1,Diesel,Automatic,0,First,0,11.8,2967,246.7,5,,45
Hyundai i10 Magna 1.1,695,Pune,10,2012,14,44000,4,Petrol,Manual,1,Second,2,19.81,1086,68.05,5,,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,1525,Mumbai,9,2017,19,10500,4,Petrol,Automatic,0,First,0,14.3,1598,103.52,5,,8.9
Skoda Superb Style 1.8 TSI AT,1553,Hyderabad,5,2017,19,26000,4,Petrol,Automatic,0,First,0,14.67,1798,177.46,5,33.58 Lakh,26
Hyundai i20 Active 1.2 SX,740,Coimbatore,3,2018,20,25166,4,Petrol,Manual,1,First,0,17.19,1197,81.86,5,,8.22
Honda Amaze VX i-DTEC,378,Kolkata,8,2014,16,64000,1,Diesel,Manual,1,Second,2,25.8,1498,98.6,5,,3.5
Maruti Wagon R LXI,1196,Chennai,2,2004,6,61000,4,Petrol,Manual,1,Second,2,18.9,998,67.1,5,,1.25
Mahindra Verito 1.5 D4 BSIV,910,Hyderabad,5,2013,15,107000,1,Diesel,Manual,1,First,0,21.03,1461,65,5,9.12 Lakh,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,1325,Coimbatore,3,2018,20,29161,1,Diesel,Automatic,0,First,0,19.27,2143,167.62,5,,39.41
Maruti Wagon R VXI,1207,Kolkata,8,2013,15,32000,4,Petrol,Manual,1,First,0,22.5,998,67.04,5,5.29 Lakh,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,1412,Coimbatore,3,2015,17,46173,1,Diesel,Manual,1,Second,2,19.01,1461,108.5,5,,8.92
Maruti Swift VDI BSIV,1160,Delhi,4,2013,15,47000,1,Diesel,Manual,1,First,0,17.8,1248,null ,5,,4.1
Mini Cooper Convertible S,1350,Kochi,7,2017,19,26327,4,Petrol,Automatic,0,First,0,16.82,1998,189.08,4,44.28 Lakh,35.67
Ford Figo Diesel,324,Bangalore,1,2015,17,70436,1,Diesel,Manual,1,First,0,0,1498,99,0,,3.6
Tata Indica V2 DLS BSII,1573,Jaipur,6,2007,9,200000,1,Diesel,Manual,1,Second,2,17.2,1396,53.5,5,,0.85
Chevrolet Beat LT,170,Kochi,7,2016,18,60813,4,Petrol,Manual,1,Second,2,18.6,1199,76.8,5,,3.32
Volkswagen Polo Diesel Comfortline 1.2L,1823,Mumbai,9,2012,14,45000,1,Diesel,Manual,1,First,0,22.07,1199,73.9,5,,3.6
Maruti Swift ZDi,1173,Hyderabad,5,2016,18,64000,1,Diesel,Manual,1,First,0,22.9,1248,74,5,,6.8
Ford Figo Diesel EXI,326,Kolkata,8,2012,14,41284,1,Diesel,Manual,1,First,0,20,1399,68.05,5,,2.5
Toyota Innova Crysta 2.8 GX AT,1777,Kochi,7,2019,21,14165,1,Diesel,Automatic,0,First,0,11.36,2755,171.5,7,20.74 Lakh,19.64
Hyundai Santa Fe 4x4 AT,582,Mumbai,9,2011,13,67000,1,Diesel,Automatic,0,Second,2,11.72,2199,194.3,7,,7
Honda City i-VTEC V,459,Kolkata,8,2011,13,32572,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,11.74 Lakh,3.87
Hyundai i20 1.2 Magna Executive,715,Kochi,7,2018,20,14960,4,Petrol,Manual,1,First,0,18.6,1197,81.83,5,,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,1325,Kochi,7,2015,17,55980,1,Diesel,Automatic,0,First,0,19.27,2143,167.62,5,,18.12
Chevrolet Beat Diesel LT,167,Mumbai,9,2013,15,74000,1,Diesel,Manual,1,First,0,25.44,936,57.6,5,,2.65
Hyundai i20 Sportz 1.4 CRDi,765,Kochi,7,2015,17,56847,1,Diesel,Manual,1,First,0,22.54,1396,88.73,5,,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,1766,Coimbatore,3,2015,17,121374,1,Diesel,Manual,1,First,0,12.99,2494,100.6,7,,14.3
Maruti Ertiga VDI,1059,Chennai,2,2013,15,52000,1,Diesel,Manual,1,First,0,20.77,1248,88.76,7,,6.9
Toyota Innova 2.5 V Diesel 7-seater,1759,Mumbai,9,2014,16,118000,1,Diesel,Manual,1,First,0,12.8,2494,102,7,,10.75
Hyundai Santro Xing XO eRLX Euro II,607,Mumbai,9,2007,9,72000,4,Petrol,Manual,1,Third,3,17,1086,null ,5,,0.95
Honda City i VTEC V,450,Kochi,7,2016,18,33915,4,Petrol,Manual,1,First,0,17.8,1497,117.3,5,,8.09
BMW X1 sDrive20d,135,Ahmedabad,0,2014,16,82002,1,Diesel,Automatic,0,First,0,17.05,1995,184,5,,18.5
Hyundai Grand i10 CRDi Era,568,Mumbai,9,2017,19,33000,1,Diesel,Manual,1,First,0,24,1120,70,5,,4.75
Maruti Ciaz 1.3 Alpha,1016,Chennai,2,2016,18,34000,1,Diesel,Manual,1,First,0,28.09,1248,88.5,5,,8.45
Skoda Rapid Leisure 1.6 TDI MT,1537,Kolkata,8,2012,14,55000,1,Diesel,Manual,1,First,0,20.5,1598,103.6,5,,3.5
Hyundai Accent CRDi,500,Kochi,7,2006,8,160538,1,Diesel,Manual,1,First,0,13.1,1493,82,5,,1.8
Volkswagen Polo GT 1.5 TDI,1826,Jaipur,6,2014,16,60000,1,Diesel,Manual,1,Second,2,19.91,1498,103.6,5,,3.7
Honda Jazz 1.2 VX i VTEC,476,Coimbatore,3,2017,19,49575,4,Petrol,Manual,1,First,0,18.7,1199,88.7,5,,7.17
Hyundai i10 Era,691,Jaipur,6,2010,12,83000,4,Petrol,Manual,1,First,0,19.81,1086,68.05,5,,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,616,Kochi,7,2018,20,51346,1,Diesel,Automatic,0,First,0,16.38,1995,183,5,,21.99
Toyota Innova Crysta 2.4 ZX MT,1775,Pune,10,2017,19,43000,1,Diesel,Manual,1,First,0,13.68,2393,147.8,7,25.52 Lakh,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,1084,Jaipur,6,2011,13,35000,4,Petrol,Manual,1,Third,3,19.7,796,35,5,,1.85
Maruti Swift VXI BSIV,1168,Coimbatore,3,2017,19,27872,4,Petrol,Manual,1,Second,2,20.4,1197,81.8,5,,5.95
Hyundai Grand i10 Magna,574,Mumbai,9,2014,16,16514,4,Petrol,Manual,1,First,0,18.9,1197,82,5,,3.75
Maruti Swift VDI,1159,Pune,10,2012,14,120000,1,Diesel,Manual,1,First,0,22.9,1248,74,5,,3.75
Hyundai Verna CRDi 1.6 SX,649,Hyderabad,5,2008,10,143275,1,Diesel,Manual,1,First,0,22,1582,126.2,5,14.07 Lakh,2.6
Hyundai Santro Xing XL,601,Hyderabad,5,2006,8,99000,4,Petrol,Manual,1,First,0,0,1086,null ,5,,1.75
Hyundai i20 1.2 Sportz,716,Mumbai,9,2010,12,52000,4,Petrol,Manual,1,First,0,17,1197,80,5,,2.8
Mercedes-Benz GLE 350d,1294,Coimbatore,3,2017,19,29819,1,Diesel,Automatic,0,First,0,11.57,2987,254.79,5,95.13 Lakh,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,1320,Bangalore,1,2014,16,57000,1,Diesel,Manual,1,Second,2,15.8,2148,170,5,,18
Maruti Ritz ZDi,1096,Hyderabad,5,2014,16,88500,1,Diesel,Manual,1,First,0,23.2,1248,73.94,5,,4.35
Hyundai Creta 1.6 CRDi SX,511,Bangalore,1,2016,18,28000,1,Diesel,Manual,1,First,0,19.67,1582,126.2,5,,13.75
Maruti A-Star Vxi,950,Pune,10,2010,12,67000,4,Petrol,Manual,1,First,0,19,998,66.1,5,,2
Renault Duster 110PS Diesel RXZ Option,1430,Delhi,4,2016,18,26000,1,Diesel,Manual,1,First,0,19.64,1461,108.45,5,,10
Fiat Grande Punto 1.3 Emotion Pack (Diesel),213,Delhi,4,2010,12,120000,1,Diesel,Manual,1,First,0,17.8,1248,76,5,,1.65
BMW X3 xDrive30d M Sport,145,Coimbatore,3,2017,19,51982,1,Diesel,Automatic,0,First,0,16.55,2993,258,5,,45.77
Hyundai i10 Sportz,704,Bangalore,1,2010,12,36000,4,Petrol,Manual,1,Second,2,20.36,1197,78.9,5,,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,1750,Pune,10,2016,18,47000,1,Diesel,Manual,1,First,0,12.8,2494,102,7,,12.8
Maruti Zen VXI BSII,1233,Mumbai,9,2002,4,60000,4,Petrol,Manual,1,Third,3,17.3,993,60,5,,0.55
Maruti Swift VDI,1159,Hyderabad,5,2018,20,31025,1,Diesel,Manual,1,First,0,28.4,1248,74,5,,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,890,Pune,10,2013,15,105000,1,Diesel,Manual,1,Second,2,12.05,2179,120,8,,7
Tata Zest Quadrajet 1.3 75PS XE,1662,Pune,10,2017,19,121900,1,Diesel,Manual,1,First,0,22.95,1248,74,5,8.34 Lakh,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,236,Mumbai,9,2017,19,22695,4,Petrol,Manual,1,First,0,18.88,999,123.24,5,,8.5
Maruti Swift Dzire ZDI,1143,Jaipur,6,2012,14,73000,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,4.35
Maruti Alto 800 LXI,956,Kochi,7,2016,18,32227,4,Petrol,Manual,1,First,0,22.74,796,47.3,5,,3.26
Honda City 1.5 S MT,419,Jaipur,6,2011,13,55000,4,Petrol,Manual,1,First,0,17,1497,118,5,,4.21
Audi Q7 3.0 TDI Quattro Technology,59,Kochi,7,2018,20,11287,1,Diesel,Automatic,0,First,0,12.07,2967,241.4,7,,70.36
Skoda Laura 1.9 TDI AT Ambiente,1479,Mumbai,9,2009,11,48000,1,Diesel,Automatic,0,Second,2,17,1896,105,5,,2.95
Hyundai Verna 1.6 SX VTVT (O),637,Kochi,7,2012,14,54308,4,Petrol,Manual,1,First,0,17.1,1591,121.3,5,,4.28
Honda City 1.5 V AT,420,Jaipur,6,2009,11,78442,4,Petrol,Automatic,0,First,0,16.8,1497,118,5,,3.57
Hyundai i20 Magna Optional 1.4 CRDi,763,Kolkata,8,2013,15,46000,1,Diesel,Manual,1,First,0,21.9,1396,88.8,5,,3.11
Hyundai i20 Sportz AT 1.4,766,Coimbatore,3,2014,16,45051,4,Petrol,Automatic,0,First,0,15,1396,98.6,5,,5.96
Volkswagen Vento Diesel Highline,1848,Hyderabad,5,2011,13,69000,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,4.7
Honda City i VTEC VX,451,Ahmedabad,0,2014,16,49000,4,Petrol,Manual,1,First,0,17.4,1497,117.3,5,,6.9
Tata Zest Quadrajet 1.3 75PS XE,1662,Pune,10,2018,20,45000,1,Diesel,Manual,1,First,0,22.95,1248,74,5,8.34 Lakh,5.25
BMW 5 Series 2003-2012 520d,95,Pune,10,2015,17,64000,1,Diesel,Automatic,0,First,0,18.48,1995,177,5,,28
Maruti Wagon R LXI Minor,1203,Delhi,4,2009,11,60000,4,Petrol,Manual,1,First,0,18.9,1061,67,5,,1.35
Honda Jazz VX,488,Delhi,4,2015,17,62178,4,Petrol,Manual,1,First,0,18.2,1199,88.7,5,8.85 Lakh,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,1801,Coimbatore,3,2012,14,58006,1,Diesel,Manual,1,First,0,15,1896,105,5,,6.7
Hyundai i10 Magna 1.2,698,Hyderabad,5,2010,12,74000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,1318,Kochi,7,2015,17,77771,1,Diesel,Automatic,0,First,0,19.27,2143,170,5,,18.64
Hyundai i10 Magna 1.2 iTech SE,699,Pune,10,2012,14,45275,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.8
Toyota Innova Crysta 2.4 ZX MT,1775,Chennai,2,2016,18,48000,1,Diesel,Manual,1,First,0,13.68,2393,147.8,7,25.4 Lakh,20.25
Audi A6 2011-2015 2.0 TDI Technology,29,Kochi,7,2015,17,31652,1,Diesel,Automatic,0,First,0,17.68,1968,174.33,5,,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,1761,Hyderabad,5,2010,12,109000,1,Diesel,Manual,1,Second,2,12.99,2494,100.6,7,,8.26
Volkswagen Polo Petrol Trendline 1.2L,1834,Mumbai,9,2015,17,31978,4,Petrol,Manual,1,First,0,16.47,1198,73.9,5,,3.89
Maruti Alto K10 LXI,961,Hyderabad,5,2011,13,70000,4,Petrol,Manual,1,First,0,20.92,998,67.1,5,,2.1
Honda City i-VTEC CVT ZX,457,Mumbai,9,2017,19,15000,4,Petrol,Automatic,0,First,0,18,1497,117.3,5,16.67 Lakh,12.69
Tata Indigo LX,1594,Coimbatore,3,2013,15,59138,1,Diesel,Manual,1,First,0,17,1405,70,5,,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,28,Kochi,7,2014,16,61726,1,Diesel,Automatic,0,First,0,17.68,1968,174.33,5,,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,1283,Delhi,4,2015,17,48000,1,Diesel,Automatic,0,First,0,17.9,2143,136,5,,20.26
Hyundai Santro Xing XL,601,Chennai,2,2006,8,58000,4,Petrol,Manual,1,Second,2,0,1086,null ,5,,1.5
Maruti Swift VDI BSIV,1160,Kolkata,8,2011,13,60020,1,Diesel,Manual,1,First,0,17.8,1248,null ,5,,2.5
Maruti Celerio VXI AT,1005,Hyderabad,5,2014,16,77815,4,Petrol,Automatic,0,First,0,23.1,998,67.04,5,,4.25
Mercedes-Benz GLE 250d,1293,Hyderabad,5,2017,19,29000,1,Diesel,Automatic,0,First,0,17.9,2143,201.15,5,79.43 Lakh,57
Land Rover Range Rover HSE Dynamic,820,Delhi,4,2017,19,44000,1,Diesel,Automatic,0,First,0,12.7,2179,187.7,5,,44
Volkswagen Vento Diesel Trendline,1849,Hyderabad,5,2011,13,108626,1,Diesel,Manual,1,First,0,20.54,1598,103.6,5,,3.65
Maruti Omni 8 Seater BSIV,1081,Hyderabad,5,2012,14,71791,4,Petrol,Manual,1,First,0,14,796,35,5,,2.05
Honda Brio 1.2 VX MT,388,Kochi,7,2012,14,91931,4,Petrol,Manual,1,First,0,18.5,1198,86.8,5,6.62 Lakh,3.13
Tata Sumo Delux,1644,Hyderabad,5,2000,2,158000,1,Diesel,Manual,1,Second,2,14.07,2956,83.1,7,,1.5
Tata Indica Vista Aura 1.3 Quadrajet,1580,Pune,10,2012,14,91183,1,Diesel,Manual,1,First,0,18,1248,75,5,,2.85
Maruti Wagon R LXI BS IV,1197,Delhi,4,2012,14,65000,4,Petrol,Manual,1,First,0,18.9,998,67.1,5,,2.65
Mahindra XUV500 W8 4WD,925,Hyderabad,5,2015,17,88428,1,Diesel,Manual,1,First,0,16,2179,140,7,,10.6
Tata Indigo LS Dicor,1593,Pune,10,2008,10,138000,1,Diesel,Manual,1,Second,2,17.1,1396,70,5,,1.25
Maruti Ertiga Paseo VXI,1056,Mumbai,9,2018,20,18000,4,Petrol,Manual,1,First,0,16.02,1373,93.7,7,,8.25
Honda Accord 2.4 A/T,346,Mumbai,9,2011,13,60000,4,Petrol,Automatic,0,First,0,11.7,2354,177.6,5,,4.45
Maruti Swift Dzire VDi,1137,Kolkata,8,2012,14,48000,1,Diesel,Manual,1,First,0,19.3,1248,73.9,5,,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,302,Hyderabad,5,2009,11,160000,1,Diesel,Manual,1,First,0,17.8,1399,68,5,,2.8
Honda City ZX GXi,433,Kolkata,8,2008,10,40000,4,Petrol,Manual,1,First,0,17.7,1497,78,5,,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,28,Kochi,7,2014,16,51495,1,Diesel,Automatic,0,First,0,17.68,1968,174.33,5,,21.95
BMW 6 Series 640d Gran Coupe,119,Mumbai,9,2011,13,30000,1,Diesel,Automatic,0,First,0,9.52,2993,313,4,,49
Audi Q7 45 TDI Quattro Technology,66,Coimbatore,3,2017,19,97430,1,Diesel,Automatic,0,First,0,14.75,2967,245,7,1.04 Cr,62.67
Maruti Zen Estilo LXI Green (CNG),1225,Pune,10,2008,10,42496,0,CNG,Manual,1,First,0,26.3,998,67.1,5,,1.4
Hyundai i20 1.4 CRDi Asta,724,Pune,10,2012,14,83000,1,Diesel,Manual,1,First,0,23,1396,90,5,,5.5
Hyundai i10 Sportz AT,708,Bangalore,1,2009,11,37000,4,Petrol,Automatic,0,Third,3,16.95,1197,78.9,5,,2.95
Honda Jazz 1.2 V CVT i VTEC,474,Kochi,7,2016,18,28503,4,Petrol,Automatic,0,First,0,19,1199,88.7,5,,6.86
Maruti Swift VDI BSIV,1160,Hyderabad,5,2015,17,76496,1,Diesel,Manual,1,First,0,25.2,1248,74,5,,6.15
Hyundai i20 Asta 1.2,750,Pune,10,2011,13,79152,4,Petrol,Manual,1,Second,2,18.5,1197,82.85,5,,3.3
Volkswagen Polo Petrol Comfortline 1.2L,1831,Kolkata,8,2011,13,32000,4,Petrol,Manual,1,First,0,16.47,1198,73.9,5,,2.55
Maruti Alto LXi,970,Ahmedabad,0,2009,11,35000,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,1.5
Toyota Corolla H4,1703,Chennai,2,2004,6,105000,4,Petrol,Automatic,0,Second,2,11.3,1794,125,5,,2.5
Maruti Alto LXi,970,Chennai,2,2006,8,56000,4,Petrol,Manual,1,Second,2,19.7,796,46.3,5,,1.4
Tata Manza ELAN Quadrajet BS IV,1614,Pune,10,2012,14,73000,1,Diesel,Manual,1,First,0,21.12,1248,88.8,5,,3.4
Maruti Alto LXi,970,Pune,10,2012,14,38000,4,Petrol,Manual,1,First,0,19.7,796,46.3,5,,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,1500,Kolkata,8,2013,15,775000,1,Diesel,Automatic,0,First,0,19.3,1968,141,5,,7.5
Toyota Corolla H4,1703,Kolkata,8,2008,10,80000,4,Petrol,Automatic,0,First,0,11.3,1794,125,5,,2.8
Hyundai i20 Asta Option 1.2,753,Coimbatore,3,2016,18,24973,4,Petrol,Manual,1,First,0,18.6,1197,81.83,5,,7.66
Maruti Vitara Brezza LDi,1178,Chennai,2,2016,18,45000,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,9.12 Lakh,7.15
Honda City 1.5 V MT,423,Delhi,4,2010,12,87430,4,Petrol,Manual,1,First,0,17,1497,118,5,,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,1579,Hyderabad,5,2014,16,133944,1,Diesel,Manual,1,Second,2,18,1248,75,5,,3.5
Honda Amaze S i-Dtech,367,Kolkata,8,2013,15,57000,1,Diesel,Manual,1,First,0,25.8,1498,98.6,5,,3.45
Hyundai EON D Lite Plus,526,Coimbatore,3,2016,18,27904,4,Petrol,Manual,1,First,0,21.1,814,55.2,5,,3.55
BMW 3 Series Luxury Line,93,Kochi,7,2015,17,30717,1,Diesel,Automatic,0,Second,2,21.76,1995,190,5,58.67 Lakh,25.99
Hyundai Verna 1.6 SX,633,Bangalore,1,2012,14,80000,1,Diesel,Manual,1,First,0,22.32,1582,126.32,5,,5.25
Tata Manza Club Class Quadrajet90 LS,1612,Ahmedabad,0,2013,15,47304,1,Diesel,Manual,1,First,0,21.02,1248,88.8,5,,2.9
Skoda Octavia RS,1506,Jaipur,6,2005,7,100000,4,Petrol,Automatic,0,First,0,14.45,1984,227,5,28.37 Lakh,2.05
Maruti Alto K10 VXI,965,Pune,10,2017,19,30000,4,Petrol,Manual,1,First,0,24.07,998,67.1,5,4.48 Lakh,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,258,Mumbai,9,2014,16,68000,1,Diesel,Manual,1,First,0,22.7,1498,89.84,5,,6.75
Chevrolet Spark 1.0 LS,197,Kolkata,8,2011,13,21000,4,Petrol,Manual,1,Second,2,18,995,62,5,,0.95
Jaguar XF 2.0 Diesel Portfolio,777,Hyderabad,5,2017,19,21000,1,Diesel,Automatic,0,First,0,19.33,1999,177,5,72.64 Lakh,52
Honda CR-V RVi MT,408,Jaipur,6,2007,9,119000,4,Petrol,Manual,1,Third,3,13.1,1997,141.1,5,,3.91
Skoda Superb L&K 1.8 TSI AT,1551,Kochi,7,2019,21,13747,4,Petrol,Automatic,0,First,0,14.67,1798,177.46,5,36.15 Lakh,27.3
Hyundai i10 Magna 1.2,698,Chennai,2,2009,11,620000,4,Petrol,Manual,1,First,0,20.36,1197,78.9,5,,2.7
Maruti Swift LDI,1147,Delhi,4,2013,15,70000,1,Diesel,Manual,1,First,0,22.9,1248,74,5,,3.5
Maruti Swift Dzire VXi AT,1141,Mumbai,9,2016,18,18000,4,Petrol,Automatic,0,First,0,18.5,1197,83.14,5,,6.2
Nissan Micra Diesel XV,1378,Chennai,2,2011,13,83000,1,Diesel,Manual,1,First,0,23.08,1461,63.1,5,,2.75
Maruti Swift Dzire Tour LDI,1134,Mumbai,9,2015,17,130000,1,Diesel,Manual,1,First,0,23.4,1248,74,5,,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,297,Pune,10,2012,14,63400,1,Diesel,Manual,1,First,0,17.8,1399,67,5,,3.25
Maruti Zen LX,1227,Kolkata,8,2003,5,65000,4,Petrol,Manual,1,First,0,17.3,993,60,5,,0.65
Mini Clubman Cooper S,1345,Pune,10,2017,19,8350,4,Petrol,Manual,1,First,0,13.8,1998,192,5,44.59 Lakh,35
Toyota Etios GD,1712,Kolkata,8,2014,16,45000,1,Diesel,Manual,1,First,0,23.59,1364,67.05,5,,3.25
Maruti Alto 800 2016-2019 LXI,952,Kolkata,8,2018,20,26200,4,Petrol,Manual,1,First,0,24.7,796,47.3,5,,2.9
Maruti Alto VXi,974,Bangalore,1,2011,13,11000,4,Petrol,Manual,1,Third,3,18.9,796,47,5,,2.9
BMW X5 3.0d,147,Bangalore,1,2009,11,90000,1,Diesel,Automatic,0,Second,2,11,2993,235,5,,17.75
Nissan Teana XV,1401,Mumbai,9,2015,17,74000,4,Petrol,Automatic,0,Second,2,11.07,2496,179.5,5,,8.25
Hyundai Grand i10 AT Asta,563,Coimbatore,3,2015,17,37081,4,Petrol,Automatic,0,First,0,18.9,1197,82,5,,5.77
Maruti Vitara Brezza ZDi Plus,1183,Hyderabad,5,2017,19,39000,1,Diesel,Manual,1,First,0,24.3,1248,88.5,5,12 Lakh,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,58,Mumbai,9,2008,10,99000,1,Diesel,Automatic,0,Third,3,12.07,2967,241.4,7,,12.95
Mercedes-Benz GLA Class 200 CDI,1282,Chennai,2,2015,17,38000,1,Diesel,Automatic,0,First,0,17.9,2143,136,5,,20
Maruti 800 AC,941,Chennai,2,2007,9,72000,4,Petrol,Manual,1,Third,3,16.1,796,37,4,,1
Renault Duster 85PS Diesel RxL,1440,Chennai,2,2015,17,93000,1,Diesel,Manual,1,Second,2,20.45,1461,83.8,5,,7.1
Toyota Corolla Altis D-4D GL,1688,Mumbai,9,2017,19,5900,1,Diesel,Manual,1,First,0,21.43,1364,87.2,5,,16.5
Mercedes-Benz New C-Class 220,1306,Chennai,2,2014,16,25000,1,Diesel,Manual,1,First,0,15.8,2148,170,5,,26
Maruti Ritz VDi,1092,Hyderabad,5,2010,12,68000,1,Diesel,Manual,1,Second,2,21.1,1248,73.9,5,,3.2
Honda BRV i-VTEC V CVT,383,Kochi,7,2017,19,35676,4,Petrol,Automatic,0,First,0,16,1497,117.3,7,14.65 Lakh,9.48
Hyundai Xcent 1.1 CRDi Base,667,Kochi,7,2015,17,74310,1,Diesel,Manual,1,First,0,24.4,1120,71,5,,4
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,1254,Jaipur,6,2014,16,59364,1,Diesel,Automatic,0,First,0,14.21,2143,203,5,,26.5
Mercedes-Benz B Class B180,1239,Kochi,7,2014,16,41380,4,Petrol,Automatic,0,Second,2,14.8,1595,120.7,5,,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,1262,Bangalore,1,2017,19,33900,1,Diesel,Automatic,0,First,0,15,2143,204,5,,37
